abstraction;kernel;nioclusters;ncclusters;buffersize;latency;volume
portal;broadcast;0;1;8192;246755;8192
portal;broadcast;0;1;8192;246698;8192
portal;broadcast;0;1;8192;246652;8192
portal;broadcast;0;1;8192;246586;8192
portal;broadcast;0;1;8192;248104;8192
portal;broadcast;0;1;8192;247959;8192
portal;broadcast;0;1;8192;246629;8192
portal;broadcast;0;1;8192;246628;8192
portal;broadcast;0;1;8192;246488;8192
portal;broadcast;0;1;8192;246640;8192
portal;broadcast;0;1;8192;246796;8192
portal;broadcast;0;1;8192;248168;8192
portal;broadcast;0;1;8192;246559;8192
portal;broadcast;0;1;8192;247185;8192
portal;broadcast;0;1;8192;246541;8192
portal;broadcast;0;1;8192;246586;8192
portal;broadcast;0;1;8192;247575;8192
portal;broadcast;0;1;8192;247643;8192
portal;broadcast;0;1;8192;246615;8192
portal;broadcast;0;1;8192;180119;8192
portal;broadcast;0;1;16384;483859;16384
portal;broadcast;0;1;16384;483842;16384
portal;broadcast;0;1;16384;483891;16384
portal;broadcast;0;1;16384;483705;16384
portal;broadcast;0;1;16384;483702;16384
portal;broadcast;0;1;16384;486050;16384
portal;broadcast;0;1;16384;483784;16384
portal;broadcast;0;1;16384;483697;16384
portal;broadcast;0;1;16384;483814;16384
portal;broadcast;0;1;16384;483897;16384
portal;broadcast;0;1;16384;486524;16384
portal;broadcast;0;1;16384;483686;16384
portal;broadcast;0;1;16384;483897;16384
portal;broadcast;0;1;16384;483860;16384
portal;broadcast;0;1;16384;483618;16384
portal;broadcast;0;1;16384;483780;16384
portal;broadcast;0;1;16384;485064;16384
portal;broadcast;0;1;16384;483896;16384
portal;broadcast;0;1;16384;483699;16384
portal;broadcast;0;1;16384;485001;16384
portal;broadcast;0;1;16384;482287;16384
portal;broadcast;0;1;16384;483827;16384
portal;broadcast;0;1;16384;483846;16384
portal;broadcast;0;1;16384;483856;16384
portal;broadcast;0;1;16384;483691;16384
portal;broadcast;0;1;16384;483712;16384
portal;broadcast;0;1;16384;450996;16384
portal;broadcast;0;1;16384;483718;16384
portal;broadcast;0;1;16384;484952;16384
portal;broadcast;0;1;16384;483660;16384
portal;broadcast;0;1;16384;352418;16384
portal;broadcast;0;1;16384;485055;16384
portal;broadcast;0;1;16384;483826;16384
portal;broadcast;0;1;16384;483857;16384
portal;broadcast;0;1;16384;483868;16384
portal;broadcast;0;1;16384;482297;16384
portal;broadcast;0;1;16384;483814;16384
portal;broadcast;0;1;16384;483803;16384
portal;broadcast;0;1;16384;483692;16384
portal;broadcast;0;1;16384;483669;16384
portal;broadcast;0;1;16384;352194;16384
portal;broadcast;0;1;16384;483891;16384
portal;broadcast;0;1;16384;483636;16384
portal;broadcast;0;1;16384;483641;16384
portal;broadcast;0;1;16384;483784;16384
portal;broadcast;0;1;16384;351895;16384
portal;broadcast;0;1;16384;483678;16384
portal;broadcast;0;1;16384;483819;16384
portal;broadcast;0;1;16384;483668;16384
portal;broadcast;0;1;16384;483711;16384
portal;broadcast;0;1;32768;958277;32768
portal;broadcast;0;1;32768;958286;32768
portal;broadcast;0;1;32768;959774;32768
portal;broadcast;0;1;32768;958472;32768
portal;broadcast;0;1;32768;958133;32768
portal;broadcast;0;1;32768;959668;32768
portal;broadcast;0;1;32768;958236;32768
portal;broadcast;0;1;32768;959638;32768
portal;broadcast;0;1;32768;958426;32768
portal;broadcast;0;1;32768;958376;32768
portal;broadcast;0;1;32768;878513;32768
portal;broadcast;0;1;32768;958445;32768
portal;broadcast;0;1;32768;959719;32768
portal;broadcast;0;1;32768;958722;32768
portal;broadcast;0;1;32768;958360;32768
portal;broadcast;0;1;32768;959407;32768
portal;broadcast;0;1;32768;958474;32768
portal;broadcast;0;1;32768;958736;32768
portal;broadcast;0;1;32768;958517;32768
portal;broadcast;0;1;32768;956972;32768
portal;broadcast;0;1;32768;958307;32768
portal;broadcast;0;1;32768;958402;32768
portal;broadcast;0;1;32768;958385;32768
portal;broadcast;0;1;32768;958375;32768
portal;broadcast;0;1;32768;958407;32768
portal;broadcast;0;1;32768;958224;32768
portal;broadcast;0;1;32768;958224;32768
portal;broadcast;0;1;32768;958375;32768
portal;broadcast;0;1;32768;958435;32768
portal;broadcast;0;1;32768;958221;32768
portal;broadcast;0;1;32768;958391;32768
portal;broadcast;0;1;32768;958261;32768
portal;broadcast;0;1;32768;956927;32768
portal;broadcast;0;1;32768;958352;32768
portal;broadcast;0;1;32768;957003;32768
portal;broadcast;0;1;32768;958346;32768
portal;broadcast;0;1;32768;956953;32768
portal;broadcast;0;1;32768;958325;32768
portal;broadcast;0;1;32768;958268;32768
portal;broadcast;0;1;32768;958365;32768
portal;broadcast;0;1;32768;959646;32768
portal;broadcast;0;1;32768;959551;32768
portal;broadcast;0;1;32768;958374;32768
portal;broadcast;0;1;32768;959691;32768
portal;broadcast;0;1;32768;959691;32768
portal;broadcast;0;1;32768;958284;32768
portal;broadcast;0;1;32768;959504;32768
portal;broadcast;0;1;32768;958383;32768
portal;broadcast;0;1;32768;956843;32768
portal;broadcast;0;1;32768;958752;32768
portal;broadcast;0;1;65536;1907189;65536
portal;broadcast;0;1;65536;1905991;65536
portal;broadcast;0;1;65536;1908291;65536
portal;broadcast;0;1;65536;1906450;65536
portal;broadcast;0;1;65536;1905798;65536
portal;broadcast;0;1;65536;1907138;65536
portal;broadcast;0;1;65536;1907331;65536
portal;broadcast;0;1;65536;1376549;65536
